altitude_km,orbital_velocity_kms,f107,kp,ap,target_drag_force_N
664.373629133578,7.920728386667128,203.339095833254,2.7770037894861623,29.14197555187794,4.282141097996661e-05
463.3270638512314,7.91123776147467,249.2451638209752,3.368130968358498,12.083648750781107,0.001027504309793352
715.1587519468295,7.402695031083324,77.37591557639658,7.877595063613079,10.737288491570485,2.3891973319568926e-05
618.4208174356183,7.2366553951682375,114.0854982390581,0.6735527221076234,0.9343491855526853,4.186357963674197e-05
256.5064087325897,7.503799521807069,177.5933347090416,0.8932090166606796,97.83563510022853,0.03641097052966042
785.3734109820535,7.357136304858951,144.73500159854746,3.482962730512596,65.50809021847192,7.666941151397283e-06
656.6838211942118,7.595788479215694,184.76011717839572,1.353949237477984,32.12371192058079,3.5084425764126346e-05
671.6385831661723,8.179346119152603,175.55277996498143,5.47864128513039,57.907859712004885,5.002668160928089e-05
276.86817960532755,7.381071370905221,211.8381042219117,2.8854202585256203,61.90739499313963,0.029003577070932884
470.23156273734025,7.518873943422969,82.76252562533428,6.7696597164902785,18.292895961100108,0.0006898746177560393
422.47881453954875,7.925114316319572,149.3108925871207,5.9888843942652334,28.88681815535573,0.002210830604597911
756.0589933091611,7.709182782861921,224.80968214416407,3.766454356789187,54.72777539537825,1.6133168104475486e-05
586.3190720483988,7.243928143573385,135.2971429624531,6.759835132482708,83.97944994077568,0.00012108795167104393
693.6569679624979,7.361690018161322,160.68198494864419,0.8065507598524482,12.958866518214219,1.607881393936335e-05
466.0485192963987,8.135249554773196,73.88415273285399,4.648792036761825,85.83357452361773,0.0007007158936467427
336.3432330708661,7.3031649927390285,110.35130111517373,4.841063734478505,60.89861087129861,0.007022945944991225
532.7508722095008,7.835092787209705,153.45792188482238,1.9681689106383784,48.96593441869984,0.0002316728483579992
238.2903536625052,7.992325648840911,141.81426272758185,0.3969706119222298,14.3940399884933,0.056276841660701474
696.5787031955492,7.465439062724924,198.63787784382572,4.281591699707576,54.99038569824861,2.6975402894532313e-05
578.9986394732389,7.925078003138689,180.13839668647802,4.109416396478807,35.363160776300106,0.00014756157274795957
654.8526440512243,7.3698951790301805,228.45085398960975,5.22889407480394,18.896716568765036,5.898100155394878e-05
412.715580877921,7.48475027483379,223.8587263055322,1.703429927416276,87.99734463008907,0.0018351051015309998
782.418814636942,7.511822030884208,113.41957133793571,1.4371468940512147,46.057265076275144,5.845092957709993e-06
735.8726727933187,8.196434990564223,73.17497122609677,7.823327114845483,7.975603222692884,2.1611834352611886e-05
667.0300982442571,7.414572295217957,223.8047385466772,0.9095079622766002,30.21386921520971,2.953890796050106e-05
316.78322471118054,7.329207464633585,129.24175553890592,7.995268688170499,18.15048801432497,0.015044804785913767
480.0326022362205,8.125691437481409,132.479747663308,5.759814193219364,93.92451655011283,0.0007302735478509266
226.28225947233727,7.361930693820352,98.51106367572534,5.0345779064821095,24.306197121286388,0.10105179412714657
292.5736952405287,8.079279919629405,194.7413079065019,2.7182679638878184,50.639670756172414,0.021322159500556912
609.8293719454728,7.85045662764669,120.41960530494306,6.9424248230815016,74.55224911203105,0.00011420504586339028
646.8572935446903,7.776861498070518,101.81375819120386,7.28049289832167,15.851087630622839,6.111432339819995e-05
780.505839460526,7.951338711546576,160.61033339108408,5.7750719999504225,43.74875956063975,1.2550323053029674e-05
395.49521488289116,7.92599895714805,205.07486306585963,5.679108633421368,65.32814027431533,0.0032191098576479856
422.2758236209213,7.310526189418314,118.52774755449428,3.945237062731623,88.19537243677824,0.001413216702237083
481.73348676548477,8.19946611040669,199.96702017799313,0.6226789228844858,65.41031721724497,0.000481061594756766
313.6828154505714,8.141889726448728,153.15551974079284,7.9922323523567815,8.008384810057734,0.021391239291564116
277.952903201283,8.096591962861915,142.67909018303834,0.12444304982407495,32.1561463112198,0.018933172960013372
485.42295573556027,7.822289133942406,134.71375626451044,3.9631791950853854,35.09322018649655,0.0005188370369886207
336.1456094305305,7.7227913313323135,96.20457375750277,2.9370745015028783,38.82734492297782,0.006147094733608505
601.8883968095063,7.736278583881668,129.87407803286095,6.209058869521784,94.16185392253298,0.00012170398836153714
462.2911513233984,7.214936944228232,228.26527551294674,5.886242910468904,3.57033521597232,0.001060303719503015
699.6069176347025,7.699469501945442,88.39004640497056,5.02439765976311,30.217361438476644,2.0937085421691293e-05
